PROVIDER_NUMBER,PROGRAM_NAME,PROGRAM_UMBRELLA,PROGRAM_STREET_ADDRESS1,PROGRAM_STREET_ADDRESS2,PROGRAM_CITY,PROGRAM_ZIPCODE,PROGRAM_PHONE,LICENSING_REGION,SUBSIDY_REGION,PROGRAM_TYPE,LICENSED_FUNDED,LICENSED_PROVIDER_STATUS,FUNDED_PROVIDER_STATUS,REGULATORY_STATUS,FIRST_ISSUED_DATE,LICENSED_CAPACITY,INFANT_BIRTH15MO,INFANTTODDLER_BIRTH33MO,TODDLER_15MO33MO,TODDLERPRESCHOOL_15MOK,PRESCHOOL_33MOK,PRESCHOOLSA_33MO8YR,KINDERGARTEN,KINDERGARTEN_SCHOOLAGE,SCHOOLAGE_5YR14YR,MULTIAGEGROUP_BIRTH14YR,VOUCHER_CONTRACT,C3_ATTESTATION,COI_CAT,SNAPSHOT_DATE,FULL_ADDRESS,Latitude,Longitude
P-264336,"Arauz Maklin, Karen",,31 Leroy St #1,,Boston,02122,(857) 277-4337,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-04-25,6,,,,,,,,,,,true,,Very Low,2026-03-03,"31 Leroy St #1, Boston, MA 02122",42.300789481703,-71.06582134613
P-264465,"Calderon Guerrero, Rosanna",,46 Greenwood St #2,,Dorchester,02121,(617) 792-8236,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,2024-06-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"46 Greenwood St #2, Dorchester, MA 02121",42.300554247282,-71.079775791425
P-264505,"Robinson, Shatira",,123 Evans Street,,Boston,02124,(617) 840-0907,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-08,5,,,,,,,,,,,true,,Very Low,2026-03-03,"123 Evans Street, Boston, MA 02124",42.281637541642,-71.08332566901
P-264570,"Gonzalez de Terrero, Arabelis R",,229 Cummings Hyw,,Roslindale,02131,(857) 266-4085,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-02-25,6,,,,,,,,,,,true,,Moderate,2026-03-03,"229 Cummings Hyw, Roslindale, MA 02131",42.280992121149,-71.121284118422
P-264660,Dovely,Dovely Incorporated,438 - 440 Centre Street,,Jamaica Plain,02130,(513) 600-4729,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2025-08-28,10,3,,,7,,,,,,,true,,High,2026-03-03,"438 - 440 Centre Street, Jamaica Plain, MA 02130",42.32011110147,-71.111131497369
P-264740,Early Education at Torah Academy,Torah Academy Inc.,60 Henshaw St,,Brighton,02135,(617) 515-9319,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2025-05-19,26,,7,,9,10,,,,,,true,,Moderate,2026-03-03,"60 Henshaw St, Brighton, MA 02135",42.349942760144,-71.152570552734
P-264759,"Beato, Yolkiry",,86 Wood Av,,Hyde Park,02136,(774) 386-0557,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,2024-08-21,6,,,,,,,,,,,true,,Low,2026-03-03,"86 Wood Av, Hyde Park, MA 02136",42.271769806266,-71.110324694749
P-264796,"Villar-Avalo, Diana",,"49 Harrison Archway, Apt 4901",,Boston,02118,(857) 488-9230,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-22,6,,,,,,,,,,,true,,Low,2026-03-03,"49 Harrison Archway, Apt 4901, Boston, MA 02118",42.339337947011,-71.070223130914
P-264807,"Nottage, Dessiray",,234 West Selden St. Apt 1,,Mattapan,02126,(857) 961-6331,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-26,6,,,,,,,,,,,true,,Very Low,2026-03-03,"234 West Selden St. Apt 1, Mattapan, MA 02126",42.273950425313,-71.088949220495
P-264949,"Baez, Pierini",,"180 Ruggles St, Apt E107",,Boston,02120,(646) 600-4903,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-23,6,,,,,,,,,,,true,,Very Low,2026-03-03,"180 Ruggles St, Apt E107, Boston, MA 02120",42.334360035522,-71.087992147026
P-264970,The Goddard School,Charlestown Childcare LLC,"100 1st Ave, Building #39",,Charlestown,02129,(973) 715-1679,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2025-02-07,77,21,9,18,9,20,,,,,,true,,Moderate,2026-03-03,"100 1st Ave, Building #39, Charlestown, MA 02129",42.376504345063,-71.051744431875
P-264998,"Nunez Moya, Yomaldis Carolina",,78 Adams St #2,,Dorchester,02122,(857) 230-1084,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-06,8,,,,,,,,,,,true,,Very Low,2026-03-03,"78 Adams St #2, Dorchester, MA 02122",42.306140210887,-71.061746909183
P-265013,"Lara de Casanova, Mabel",,71 Clifford St. Apt 2,,Roxbury,02119,(857) 888-4670,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-17,6,,,,,,,,,,,false,,Very Low,2026-03-03,"71 Clifford St. Apt 2, Roxbury, MA 02119",42.319452993307,-71.078963048122
P-265059,"Latus, Falancia",,14 Idaho St,,Mattapan,02126,(857) 207-1552,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-09-05,8,,,,,,,,,,,true,,Low,2026-03-03,"14 Idaho St, Mattapan, MA 02126",42.271877651642,-71.076349927005
P-265123,"Hanson, Calvin",,124 Lorna Road,,Mattapan,02126,(617) 298-0012,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-31,10,,,,,,,,,,,true,,Very Low,2026-03-03,"124 Lorna Road, Mattapan, MA 02126",42.276949036705,-71.084904081609
P-265258,"Martinez Castro, Yesenia",,"950 Parker St, Apt 304",,Boston,02130,(617) 708-9845,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-10,5,,,,,,,,,,,true,,Very Low,2026-03-03,"950 Parker St, Apt 304, Boston, MA 02130",42.324519358156,-71.100889516695
P-265271,"Tejeda Melo, Selys",,16 Nazing St,,Boston,02121,(617) 407-5442,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-16,6,,,,,,,,,,,true,,Very Low,2026-03-03,"16 Nazing St, Boston, MA 02121",42.306228467087,-71.08506427197
P-265319,"Pimentel Segura, Lidia",,155 Williams St #23,,Jamaica Plain,02130,(857) 346-5931,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-23,6,,,,,,,,,,,true,,Low,2026-03-03,"155 Williams St #23, Jamaica Plain, MA 02130",42.303956896554,-71.104856388914
P-265442,"Mateo Guzman, Yuly",,1019 Hyde Park Av. Apt 1,,Hyde Park,02136,(857) 707-2436,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-15,6,,,,,,,,,,,true,,Low,2026-03-03,"1019 Hyde Park Av. Apt 1, Hyde Park, MA 02136",42.264647987264,-71.121360117827
P-265655,"Martinez Guerrero, Yenni",,18 Woodgale St,,Mattapan,02126,(978) 390-9582,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-31,6,,,,,,,,,,,true,,Very Low,2026-03-03,"18 Woodgale St, Mattapan, MA 02126",42.276968751037,-71.078825668278
P-265690,BBTE @ Mattahunt Elementary School,Boston's Bridge to Excellence Inc.,100 Hebron St,,Mattapan,02126,(857) 212-6238,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-10-21,46,,,,,20,,,,26,,true,,Very Low,2026-03-03,"100 Hebron St, Mattapan, MA 02126",42.274565940901,-71.105695507223
P-265691,BBTE @ Match Community Day School,Boston's Bridge to Excellence Inc.,100 Poydras St,,Hyde Park,02136,(857) 212-6238,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-09-03,124,,,,,20,,,,104,,true,,Low,2026-03-03,"100 Poydras St, Hyde Park, MA 02136",42.262304247306,-71.105982792256
P-265745,Canvas Learning Childcare,"Nurtury, Inc.",1575 Tremont St,,Roxbury,02120,(857) 246-4946,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2025-01-17,10,,,,,,,,,,,true,,Moderate,2026-03-03,"1575 Tremont St, Roxbury, MA 02120",42.333200590347,-71.101806093115
P-265746,"Our Little Steps Childcare, LLC",Nurtury Early Education,1575 Tremont St,,Roxbury,02120,(781) 513-3668,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2025-01-17,10,,,,,,,,,,,true,,Moderate,2026-03-03,"1575 Tremont St, Roxbury, MA 02120",42.333200590347,-71.101806093115
P-265774,YMCA at Match Community Day Charter,YMCA of Greater Boston,100 Poydras Street,,Hyde Park,02136,(617) 631-4615,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-09-30,142,,,,,38,,,,104,,true,,Low,2026-03-03,"100 Poydras Street, Hyde Park, MA 02136",42.262304247306,-71.105982792256
P-265775,"Montero Soto, Ysis Yisselle",,53 Mount Everett Apt 1,,Dorchester,02125,(857) 492-8852,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-03,6,,,,,,,,,,,true,,Very Low,2026-03-03,"53 Mount Everett Apt 1, Dorchester, MA 02125",42.310099831535,-71.070387394976
P-265893,"Ortiz Ruiz, Santa M",,94 Westview St #24,,Boston,02124,(857) 312-3601,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-09-13,7,,,,,,,,,,,true,,Very Low,2026-03-03,"94 Westview St #24, Boston, MA 02124",42.290817346819,-71.082702461515
P-265950,"Casado, Brenda",,160 Wood Av,,Hyde Park,02136,(857) 869-0808,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-06-17,6,,,,,,,,,,,true,,Low,2026-03-03,"160 Wood Av, Hyde Park, MA 02136",42.268535913871,-71.111142336103
P-266032,"Castillo, Rosanny",,72 Columbia Rd  #2,,Dorchester,02121,(857) 999-1607,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-09,10,,,,,,,,,,,true,,Very Low,2026-03-03,"72 Columbia Rd  #2, Dorchester, MA 02121",42.304575471062,-71.082060671964
P-266042,"Paula Vargas, Alanna",,83 Neponsent Ave.,,Roslindale,02131,(617) 601-8864,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-10-20,6,,,,,,,,,,,true,,Moderate,2026-03-03,"83 Neponsent Ave., Roslindale, MA 02131",42.286417259771,-71.114540840909
P-266056,"Sanchez, Yendry",,22 Thetford Av.,,Dorchester,02124,(617) 230-6911,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-28,6,,,,,,,,,,,true,,Very Low,2026-03-03,"22 Thetford Av., Dorchester, MA 02124",42.285637812948,-71.078964675564
P-266060,"Eddins, Danielle",,100 Annafran St,,Roslindale,02131,(617) 396-0076,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-06-18,4,,,,,,,,,,,true,,Low,2026-03-03,"100 Annafran St, Roslindale, MA 02131",42.273231220104,-71.11053079674
P-266062,"Noboa Ballana, Perla",,"35 Edson St,  #1",,Boston,02124,(857) 379-3069,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-09-23,10,,,,,,,,,,,true,,Very Low,2026-03-03,"35 Edson St,  #1, Boston, MA 02124",42.286546108289,-71.077861981095
P-266067,"Rosario, Fitcher",,197 Magnolia St. Apt 2,,Dorchester,02121,(857) 250-1102,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-04,6,,,,,,,,,,,true,,Very Low,2026-03-03,"197 Magnolia St. Apt 2, Dorchester, MA 02121",42.311877609718,-71.073530462538
P-266113,Little Steps Childcare Center,Little Steps Childcare Center,282 Bremen St,,East Boston,02128,(857) 284-9308,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2026-02-18,23,14,,,9,,,,,,,false,,Very Low,2026-03-03,"282 Bremen St, East Boston, MA 02128",42.375557895575,-71.031229266401
P-266150,"Pena pena, Yosmery",,39 Pierce St,,Hyde Park,02136,(857) 247-3988,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-02-24,6,,,,,,,,,,,true,,Very Low,2026-03-03,"39 Pierce St, Hyde Park, MA 02136",42.255828553692,-71.118628213242
P-266158,"Objio, Tanisha",,"68 Hartford St, #1",,Dorchester,02125,(617) 639-7596,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-08-27,6,,,,,,,,,,,true,,Very Low,2026-03-03,"68 Hartford St, #1, Dorchester, MA 02125",42.314131391345,-71.073076712287
P-266160,"Perez Santana, Yenny",,"123 Woodbole Ave, Apt #191",,Mattapan,02126,(857) 277-8629,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-02-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"123 Woodbole Ave, Apt #191, Mattapan, MA 02126",42.27557134475,-71.081716624172
P-266194,"Soto Villar, Katy Milagros",,10 Orton Marotta Way,,South Boston,02127,(857) 415-1753,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-23,6,,,,,,,,,,,true,,Very Low,2026-03-03,"10 Orton Marotta Way, South Boston, MA 02127",42.338768022228,-71.055954913597
P-266204,"Moya Villar, Jenny",,18 Lexington Ave,,Boston,02136,(781) 710-8741,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2026-02-18,6,,,,,,,,,,,false,,Very Low,2026-03-03,"18 Lexington Ave, Boston, MA 02136",42.261945520941,-71.115553331638
P-266322,"Bustamante Correa, Daniela",,"106 Everett St, 3rd Floor",,East Boston,02128,(646) 730-1256,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-21,10,,,,,,,,,,,false,,Low,2026-03-03,"106 Everett St, 3rd Floor, East Boston, MA 02128",42.367218330811,-71.033916121822
P-266378,"Paula Garcia, Dubane",,55 Lawrence Ave Dorchester,,Dorchester,02121,(857) 746-3487,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-01-15,6,,,,,,,,,,,true,,Very Low,2026-03-03,"55 Lawrence Ave Dorchester, Dorchester, MA 02121",42.311852032904,-71.076793590186
P-266389,"Pascal, Jennifer",,136 Capen St,,Boston,02124,(857) 231-2275,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-28,6,,,,,,,,,,,true,,Very Low,2026-03-03,"136 Capen St, Boston, MA 02124",42.28021985712,-71.078361400483
P-266392,Liss Friendship Garden,"Nurtury, Inc.",1575 Tremont St.,,Roxbury,02120,(857) 207-6667,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2025-01-17,9,,,,,,,,,,,true,,Moderate,2026-03-03,"1575 Tremont St., Roxbury, MA 02120",42.333200590347,-71.101806093115
P-266452,"Aguasviva Franco, Luisa Yakaira",,28 Woodruff Way,,Mattapan,02126,(617) 412-9834,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-02-26,6,,,,,,,,,,,true,,Very Low,2026-03-03,"28 Woodruff Way, Mattapan, MA 02126",42.276253938668,-71.081190618942
P-266522,"M Jones, Rochelle",,114 Winthrop Street,,Boston,02119,617-543-8623,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-02-13,6,,,,,,,,,,,false,,Very Low,2026-03-03,"114 Winthrop Street, Boston, MA 02119",42.324023886793,-71.076970756506
P-266549,"Timothee Perez, Ana",,10 Nelson St,,Dorchester,02124,(617) 885-6000,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-17,6,,,,,,,,,,,true,,Very Low,2026-03-03,"10 Nelson St, Dorchester, MA 02124",42.283176176609,-71.083042529505
P-266550,"Peguero, Yuleyki",,73 Savin Street Apt 3,,Roxbury,02119,(617) 858-4658,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-23,6,,,,,,,,,,,true,,Very Low,2026-03-03,"73 Savin Street Apt 3, Roxbury, MA 02119",42.315737658232,-71.079569940428
P-266659,"Francois, Edwine",,182 Fairmount Avenue,,Hyde Park,02136,(617) 645-8074,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-05-19,6,,,,,,,,,,,false,,Low,2026-03-03,"182 Fairmount Avenue, Hyde Park, MA 02136",42.25170548503,-71.117301499127
P-266697,Sunkissed Acorns 2,Sunkissed Acorns,328B Tremont Street,,Boston,02116,(617) 230-6557,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2025-12-09,16,,7,,9,,,,,,,false,,Low,2026-03-03,"328B Tremont Street, Boston, MA 02116",42.348619403561,-71.066044422901
P-266734,"Andujar, Georgina",,"44 Oak St, #1",,Hyde Park,02136,(857) 445-5549,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-08-18,6,,,,,,,,,,,false,,Very Low,2026-03-03,"44 Oak St, #1, Hyde Park, MA 02136",42.255018012973,-71.121604237413
P-266746,"Garcia Jimenez, Maikol",,"26 Greenwood Ave, Apt #2",,Hyde Park,02136,(857) 498-7038,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-24,6,,,,,,,,,,,true,,Low,2026-03-03,"26 Greenwood Ave, Apt #2, Hyde Park, MA 02136",42.264861772601,-71.119370076965
P-266770,"Tejeda Constanzo, Jahaira",,"23 Brooklegde St, Apt 1",,Dorchester,02121,(857) 384-2723,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-01-08,6,,,,,,,,,,,true,,Very Low,2026-03-03,"23 Brooklegde St, Apt 1, Dorchester, MA 02121",42.31011450933,-71.090747066012
P-266791,"Peralta, Rafael",,19 Dyer Street,,Dorchester,02124,(617) 606-1611,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-01-14,6,,,,,,,,,,,true,,Very Low,2026-03-03,"19 Dyer Street, Dorchester, MA 02124",42.283190805627,-71.07989819877
P-266811,The Mosaic School,"The Mosaic School, Inc",1895 Centre Street,,West Roxbury,02132,(617) 524-1155,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2025-06-04,34,7,9,9,9,,,,,,,false,,High,2026-03-03,"1895 Centre Street, West Roxbury, MA 02132",42.28536868335,-71.156316670355
P-266828,"Martinez Rodriguez, Luisa",,48 Mt. Hope St,,Roslindale,02131,(857) 397-8329,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-11-13,6,,,,,,,,,,,false,,Moderate,2026-03-03,"48 Mt. Hope St, Roslindale, MA 02131",42.28376787159,-71.116968892047
P-266907,"Gonzalez, Bianely",,97 Geneva Ave apt 2,,Dorchester,02121,(857) 334-4240,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-04-10,6,,,,,,,,,,,true,,Very Low,2026-03-03,"97 Geneva Ave apt 2, Dorchester, MA 02121",42.30645546435,-71.07893459541
P-266922,"Riveras, Yannette",,28 Columbia Rd apt 1,,Boston,02121,(978) 221-1212,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-02-21,6,,,,,,,,,,,true,,Very Low,2026-03-03,"28 Columbia Rd apt 1, Boston, MA 02121",42.303599339366,-71.083737931636
P-266957,"Mendoza Jaquez, Katty",,14 French St,,Mattapan,02126,(857) 248-8790,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-06-18,6,,,,,,,,,,,false,,Very Low,2026-03-03,"14 French St, Mattapan, MA 02126",42.274728387993,-71.090733674899
P-266959,"Aguasvivas, Maria  Iraida",,32 Whitman St,,Boston,02124,(617) 756-5177,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-05-27,6,,,,,,,,,,,true,,Very Low,2026-03-03,"32 Whitman St, Boston, MA 02124",42.287409332958,-71.077121271872
P-267005,"Mejia, Yohanny  Carolina",,80 Spencer St  Apt #1,,Boston,02124,(857) 287-5296,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-11-05,6,,,,,,,,,,,true,,Very Low,2026-03-03,"80 Spencer St  Apt #1, Boston, MA 02124",42.294265475738,-71.076187922618
P-267051,"Morales Alvarado, Adriana",,78 Callender St,Apt2,Boston,02124,(857) 261-1181,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-01-15,6,,,,,,,,,,,true,,Very Low,2026-03-03,"78 Callender St, Boston, MA 02124",42.288548664971,-71.081972149702
P-267089,"Castillo, Yovania  Jaquelin",,130 Day St Apt 1,,Jamaica Plain,02130,(617) 378-8831,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-04-14,6,,,,,,,,,,,true,,High,2026-03-03,"130 Day St Apt 1, Jamaica Plain, MA 02130",42.322741446565,-71.109728203753
P-267180,"Santana Alvarez, Evelyn  L",,45 Julian St. #1,,Boston,02125,(617) 749-7939,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-03-21,6,,,,,,,,,,,true,,Very Low,2026-03-03,"45 Julian St. #1, Boston, MA 02125",42.319234213968,-71.075127940441
P-267199,"Soto Diaz, Yenni  M",,80 Messinger St,,Mattapan,02126,(617) 412-9087,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-09-02,6,,,,,,,,,,,true,,Very Low,2026-03-03,"80 Messinger St, Mattapan, MA 02126",42.274619313858,-71.101659278629
P-267263,"Aybar Santana, Analias",,49 Georgia St #2,,Boston,02121,(617) 818-7999,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-01-23,8,,,,,,,,,,,true,,Very Low,2026-03-03,"49 Georgia St #2, Boston, MA 02121",42.31012841547,-71.084551336306
P-267271,"Medrano, Julia",,13 Fernald Terrace,Apt 2,Boston,02125,(857) 800-2618,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-03,6,,,,,,,,,,,true,,Very Low,2026-03-03,"13 Fernald Terrace, Boston, MA 02125",42.310286521927,-71.066224315108
P-267349,"Barbosa da Silva, Graziela",,236 Webster St,,East Boston,02128,(617) 271-0029,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-10-28,6,,,,,,,,,,,false,,Low,2026-03-03,"236 Webster St, East Boston, MA 02128",42.364845571103,-71.032258256307
P-267372,"Tejeda, Kleidi",,466 River St,,Boston,02126,(857) 919-0109,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-06-05,6,,,,,,,,,,,true,,Very Low,2026-03-03,"466 River St, Boston, MA 02126",42.268908619151,-71.091812146242
P-267412,"Mercedes Cabrera, Alexandra",,130 Brookway Rd,,Boston,02131,(857) 251-7313,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-03-20,6,,,,,,,,,,,true,,Very Low,2026-03-03,"130 Brookway Rd, Boston, MA 02131",42.292710446469,-71.119521716964
P-267420,"Soto Mena, Arlen Ivan",,"293 Belgrade Ave, apt 2",,Roslindale,02131,(617) 602-9250,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-05-02,6,,,,,,,,,,,true,,Moderate,2026-03-03,"293 Belgrade Ave, apt 2, Roslindale, MA 02131",42.286135470778,-71.143554982812
P-267453,"Mejia, Michelle",,"10 Brenton St, Apt 3",,Dorchester,02121,(857) 265-4787,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-16,6,,,,,,,,,,,true,,Very Low,2026-03-03,"10 Brenton St, Apt 3, Dorchester, MA 02121",42.297579136657,-71.080721043583
P-267544,"Auguste, Colette",,871 Cummins Hwy,,Mattapan,02126,(617) 594-1095,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-03-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"871 Cummins Hwy, Mattapan, MA 02126",42.268611494037,-71.095810686811
P-267598,"Liriano Valdes, Fior  M",,11 Morse St,Apt 1,Boston,02121,(617) 206-0814,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-05-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"11 Morse St, Boston, MA 02121",42.303975076856,-71.078732364588
P-267606,"Brooks, Kurt  A",,42 Sudan St # 2,,Boston,02125,(857) 351-1068,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-11-19,6,,,,,,,,,,,true,,Low,2026-03-03,"42 Sudan St # 2, Boston, MA 02125",42.316581965969,-71.054496898304
P-267714,"Betances, Rhina  Angelina",,83 Robey Street # 1,,Dorchester,02125,(617) 893-2616,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-03-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"83 Robey Street # 1, Dorchester, MA 02125",42.321166167154,-71.068659973676
